clip_id,participant_id,cohort,condition,repetition,pred_elbow,pred_asymmetry,pred_shoulder,pred_trunk,pred_head,elbow_sustained_deg,asymmetry_sustained_deg,shoulder_sustained,trunk_sustained_rad,head_sustained_deg,elbow_min_deg,asymmetry_max_deg,shoulder_max,trunk_max_rad,head_max_deg,n_frames,duration_ms,fps
P05_ASY_rep5,P05,detection,ASY,5,0,0,0,0,0,169.947,10.0942,0.0880481,0.0369656,1.82796,168.912,21.0095,0.0982566,0.0382017,2.09135,38,1233,30.0
P05_COR_rep2,P05,detection,COR,2,0,0,0,0,0,167.287,1.89367,0.0948074,0.0266282,2.00438,166.574,3.27743,0.103622,0.0280214,2.18639,33,1233,30.0
P05_COR_rep3,P05,detection,COR,3,0,0,0,0,0,170.712,5.115,0.109211,0.0194794,1.26167,168.781,5.55062,0.121035,0.0215738,2.18641,38,1267,30.0
P05_COR_rep4,P05,detection,COR,4,0,0,0,0,0,168.969,4.57075,0.0913676,0.025,1.8134,166.605,6.18147,0.102977,0.0259812,2.13199,38,1301,30.0
P05_COR_rep5,P05,detection,COR,5,0,0,0,0,0,167.079,1.63105,0.074599,0.0176782,1.40139,165.799,4.23005,0.0853481,0.0208739,1.57388,38,1234,30.0
P05_COR_rep6,P05,detection,COR,6,0,0,0,0,0,169.246,5.8486,0.105342,0.0185774,1.94684,166.663,6.52812,0.117381,0.0214847,2.1327,39,1266,30.0
P05_COR_rep7,P05,detection,COR,7,0,0,0,0,0,166.611,4.27274,0.104052,0.0239287,2.07113,164.834,4.64178,0.118025,0.025806,2.18649,38,1234,30.0
P05_COR_rep8,P05,detection,COR,8,0,0,0,0,0,171.219,4.19512,0.110501,0.0189349,1.62161,170.052,4.78589,0.13028,0.0203087,2.13235,41,1333,30.0
P05_COR_rep9,P05,detection,COR,9,0,0,0,0,0,169.699,4.02444,0.107061,0.0192014,2.13306,167.194,4.54925,0.120175,0.0221299,2.18653,39,1267,30.0
P05_COR_rep10,P05,detection,COR,10,0,0,0,0,0,167.824,3.6861,0.0986771,0.0129583,1.76511,165.257,4.74256,0.109426,0.0139888,2.01089,39,1266,30.0
P05_ELB_rep1,P05,detection,ELB,1,1,0,0,0,0,127.824,,0.136706,0.0237254,2.21091,126.907,15.3316,0.149154,0.0248884,2.53056,30,966,30.0
P05_ELB_rep2,P05,detection,ELB,2,1,0,0,0,0,138.836,,0.130591,0.0235882,1.95555,137.407,11.3602,0.140855,0.0258954,2.53046,42,1367,30.0
P05_ELB_rep3,P05,detection,ELB,3,1,0,0,0,0,118.6,,0.122511,0.0255089,2.47327,117.083,24.9661,0.134522,0.0276123,2.53059,39,1266,30.0
P05_ELB_rep4,P05,detection,ELB,4,1,0,0,0,0,107.116,,0.127316,0.0312039,2.34211,105.44,24.8273,0.13889,0.0343643,2.53056,42,1367,30.0
P05_ELB_rep5,P05,detection,ELB,5,1,0,0,0,0,131.487,,0.14566,0.0318702,2.14926,128.975,22.1633,0.153085,0.0342551,2.53058,43,1400,30.0
P05_HED_rep2,P05,detection,HED,2,0,0,0,0,1,174.147,6.49847,0.114246,0.0210555,25.7773,171.359,9.12264,0.122932,0.0229683,27.733,39,1266,30.0
P05_HED_rep3,P05,detection,HED,3,0,0,0,0,1,167.805,5.86525,0.126272,0.00987494,23.8798,165.575,6.68702,0.134067,0.0118969,25.0058,43,1401,30.0
P05_HED_rep4,P05,detection,HED,4,0,0,0,0,1,169.298,6.64943,0.105338,0.0206084,27.1962,167.439,7.66951,0.110015,0.0233147,28.2528,41,1333,30.0
P05_HED_rep5,P05,detection,HED,5,0,0,0,0,1,172.298,3.16859,0.0877446,0.0124357,14.8362,170.551,4.44751,0.0928668,0.0148903,16.0191,39,1267,30.0
P05_SHR_rep2,P05,detection,SHR,2,0,0,1,0,0,171.135,3.6899,0.244741,0.0250443,1.78259,169.919,5.60788,0.256914,0.027359,2.03355,30,1000,30.0
P05_SHR_rep3,P05,detection,SHR,3,0,0,1,0,0,167.623,2.68121,0.250721,0.0298571,1.71831,165.417,6.86908,0.26204,0.0319619,2.08828,34,1100,30.0
P05_SHR_rep4,P05,detection,SHR,4,0,0,1,0,0,163.985,6.83231,0.252429,0.0324036,2.03318,162.029,10.8433,0.263962,0.0343887,2.08837,31,1000,30.0
P05_SHR_rep5,P05,detection,SHR,5,0,0,1,0,0,166.463,1.98765,0.237907,0.029556,1.90816,164.512,3.20789,0.251575,0.0314661,2.08833,30,967,30.0
P05_TRK_rep2,P05,detection,TRK,2,0,0,0,1,0,171.396,,0.0803139,0.227523,,169.742,21.0259,0.0831205,0.231581,30.9997,44,1433,30.0
P05_TRK_rep3,P05,detection,TRK,3,0,0,0,1,0,169.15,,0.0846318,0.277076,,167.858,22.4374,0.0902451,0.285653,27.8996,45,1500,30.0
P05_TRK_rep4,P05,detection,TRK,4,0,0,0,1,0,172.43,,0.0671441,0.274265,,170.286,18.7684,0.0701667,0.280817,20.6975,47,1534,30.0
P05_TRK_rep5,P05,detection,TRK,5,0,0,0,1,0,169.427,,0.0684395,0.289171,,168.244,22.2305,0.0718939,0.29776,19.0575,45,1466,30.0
P06_ASY_rep1,P06,detection,ASY,1,0,0,0,0,0,169.821,6.74023,0.139584,0.0387989,0.324422,165.695,12.1216,0.142289,0.0445495,0.413735,39,1400,30.0
P06_ASY_rep2,P06,detection,ASY,2,0,1,0,0,0,170.315,20.06,0.126271,0.0273928,0.483089,167.579,38.502,0.132304,0.0314899,0.656807,53,1734,30.0
P06_ASY_rep3,P06,detection,ASY,3,0,0,0,0,0,170.587,10.4553,0.143121,0.0233068,1.59939,168.724,33.7458,0.147489,0.0272281,2.01379,50,1633,30.0
P06_ASY_rep4,P06,detection,ASY,4,0,1,0,0,0,171.351,25.0391,0.128351,0.0255166,2.88904,169.361,41.9451,0.132096,0.0277258,3.57745,58,1900,30.0
P06_ASY_rep5,P06,detection,ASY,5,0,1,0,0,0,172.031,14.1222,0.120654,0.0175875,0.961592,171.349,24.271,0.122734,0.019727,1.03791,66,2165,30.0
P06_COR_rep1,P06,detection,COR,1,0,0,1,0,0,173.885,4.93136,0.203786,0.0456583,0.536915,170.19,7.0369,0.205644,0.0482113,0.665842,60,1966,30.0
P06_COR_rep2,P06,detection,COR,2,0,0,1,0,0,174.511,6.84728,0.198211,0.0422084,1.76218,170.971,8.15261,0.199863,0.0434968,2.04762,58,1900,30.0
P06_COR_rep3,P06,detection,COR,3,0,0,1,0,0,172.447,7.35725,0.179009,0.0524134,1.51741,168.892,8.44154,0.180454,0.0559503,1.67073,60,1966,30.0
P06_COR_rep4,P06,detection,COR,4,0,0,1,0,0,170.957,5.35087,0.190365,0.050454,0.919004,170.511,6.53668,0.193049,0.0549634,1.21725,55,1800,30.0
P06_COR_rep5,P06,detection,COR,5,0,0,1,0,0,171.668,6.34086,0.186855,0.0436464,0.882815,170.937,7.09524,0.19181,0.0498837,0.93379,57,1867,30.0
P06_COR_rep6,P06,detection,COR,6,0,0,1,0,0,173.643,2.16767,0.176738,0.0522617,0.3558,172.254,3.38894,0.179422,0.0586748,0.481429,53,1734,30.0
P06_COR_rep7,P06,detection,COR,7,0,0,1,0,0,171.965,1.77172,0.190365,0.0566018,1.33353,170.656,2.49651,0.194081,0.063416,1.48271,52,1700,30.0
P06_COR_rep8,P06,detection,COR,8,0,0,1,0,0,173.377,2.76618,0.192636,0.0561752,1.5879,173.074,3.25114,0.195733,0.0608487,2.24031,51,1667,30.0
P06_COR_rep9,P06,detection,COR,9,0,0,1,0,0,173.673,3.66488,0.178803,0.0529964,2.1686,172.363,4.39977,0.181693,0.0560711,2.63935,51,1667,30.0
P06_COR_rep10,P06,detection,COR,10,0,0,1,0,0,172.448,4.5197,0.186442,0.0435867,2.81068,171.588,5.50665,0.190778,0.0475534,3.15291,49,1600,30.0
P06_ELB_rep1,P06,detection,ELB,1,1,1,0,0,1,119.056,15.4064,0.125418,0.0668788,10.4098,117.524,17.4933,0.128354,0.0722402,10.7978,52,1700,30.0
P06_ELB_rep2,P06,detection,ELB,2,1,0,0,0,0,125.71,1.02751,0.149327,0.0784454,0.559596,125.261,23.3945,0.152473,0.0799385,4.48182,59,1933,30.0
P06_ELB_rep3,P06,detection,ELB,3,1,1,0,0,1,125.784,18.1708,0.137163,0.071404,7.88045,125.431,23.0847,0.13947,0.076946,7.94319,54,1766,30.0
P06_ELB_rep4,P06,detection,ELB,4,1,1,0,0,1,135.661,14.3756,0.11619,0.0703758,8.83358,134.963,24.0664,0.118497,0.0732643,9.46347,51,1667,30.0
P06_ELB_rep5,P06,detection,ELB,5,1,1,0,0,0,141.942,16.2666,0.112415,0.0840564,3.23342,141.664,27.4929,0.116609,0.0882184,7.19677,54,1767,30.0
P06_HED_rep1,P06,detection,HED,1,0,0,0,0,1,171.183,4.38092,0.150193,0.0471583,21.1618,169.042,5.14128,0.151651,0.0529688,21.3696,69,2267,30.0
P06_HED_rep2,P06,detection,HED,2,0,0,0,0,1,172.082,5.62021,0.11853,0.0527364,15.6668,169.93,7.56171,0.119155,0.0578535,15.8427,81,2666,30.0
P06_HED_rep3,P06,detection,HED,3,0,0,0,0,1,171.545,7.73859,0.104781,0.0432415,16.2121,169.492,9.56078,0.106031,0.0478437,16.4058,74,2434,30.0
P06_HED_rep4,P06,detection,HED,4,0,0,0,0,1,171.703,12.9923,0.104781,0.0406518,12.2348,169.271,13.6826,0.105406,0.0464683,12.2669,78,2567,30.0
P06_HED_rep5,P06,detection,HED,5,0,0,0,0,1,171.484,10.2476,0.0970735,0.0452263,14.6028,170.204,10.8133,0.0974901,0.0461101,14.7954,71,2334,30.0
P06_SHR_rep1,P06,detection,SHR,1,0,0,0,0,0,169.165,3.53202,0.123489,0.0270478,4.34511,168.797,4.82353,0.136683,0.029938,4.52598,64,2100,30.0
P06_SHR_rep2,P06,detection,SHR,2,0,0,0,0,0,171.02,7.55091,0.140188,0.0356232,5.28724,170.173,8.43612,0.180801,0.0408779,5.43566,66,2167,30.0
P06_SHR_rep3,P06,detection,SHR,3,0,0,0,0,0,171.524,5.05153,0.131117,0.0386003,5.12378,170.756,6.50802,0.132766,0.0440863,5.23737,66,2167,30.0
P06_SHR_rep4,P06,detection,SHR,4,0,0,0,0,0,169.919,4.54699,0.172555,0.0328775,4.14432,167.222,5.61543,0.206158,0.0347284,4.24701,64,2100,30.0
P06_SHR_rep5,P06,detection,SHR,5,0,0,0,0,0,172.005,2.61728,0.155237,0.0322795,4.70951,170.007,4.08922,0.156062,0.0349784,4.7975,71,2333,30.0
P06_TRK_rep1,P06,detection,TRK,1,0,0,0,1,1,166.289,7.41593,0.102497,0.164905,9.24673,163.637,9.80057,0.105843,0.167756,14.3849,63,2100,30.0
P06_TRK_rep2,P06,detection,TRK,2,0,0,0,1,1,167.488,9.39675,0.112119,0.182701,11.8505,165.085,17.7301,0.122368,0.190311,30.7102,66,2167,30.0
P06_TRK_rep3,P06,detection,TRK,3,0,0,0,1,1,169.268,8.89128,0.112119,0.19199,11.5101,166.694,13.0092,0.113165,0.196701,35.5108,65,2134,30.0
P06_TRK_rep4,P06,detection,TRK,4,0,0,0,1,1,169.836,10.5136,0.109399,0.11983,21.0786,165.992,10.9257,0.112119,0.123249,39.3325,61,2000,30.0
P06_TRK_rep5,P06,detection,TRK,5,0,1,0,1,1,168.235,14.0129,0.11442,0.113508,18.7529,166.464,15.1319,0.115466,0.116204,35.5231,72,2366,30.0
P07_ASY_rep1,P07,detection,ASY,1,0,1,0,0,0,159.361,27.2804,0.0944483,0.0633446,0.567426,157.475,33.5399,0.0989054,0.0650441,0.621323,38,1377,30.0
P07_ASY_rep2,P07,detection,ASY,2,0,1,0,0,0,158.242,23.0921,0.0827749,0.0711505,0.739057,156.7,36.0098,0.0870198,0.0750087,1.28676,41,1333,30.0
P07_ASY_rep3,P07,detection,ASY,3,0,0,0,0,0,160.586,8.38361,0.0798035,0.0745154,0.59422,159.185,54.9037,0.0825627,0.0772681,2.3531,43,1400,30.0
P07_ASY_rep4,P07,detection,ASY,4,0,0,0,0,0,160.469,10.5409,0.0948728,0.0783211,1.22811,158.845,48.5502,0.0976319,0.0848555,4.43948,46,1501,30.0
P07_ASY_rep5,P07,detection,ASY,5,0,1,0,0,0,160.376,13.7998,0.0819259,0.0795528,1.3877,158.309,57.8369,0.0882932,0.0878937,1.92281,41,1334,30.0
P07_COR_rep1,P07,detection,COR,1,0,0,0,0,0,164.852,5.72701,0.110742,0.0270299,1.25527,163.966,7.68659,0.11137,0.0374623,1.32203,59,1934,30.0
P07_COR_rep2,P07,detection,COR,2,0,0,0,0,0,164.867,3.85687,0.105718,0.03273,1.03419,162.922,6.16113,0.106974,0.0432252,1.2289,44,1434,30.0
P07_COR_rep3,P07,detection,COR,3,0,0,0,0,0,166.313,4.8145,0.0908543,0.0366782,1.08732,165.619,8.27796,0.0935757,0.0452326,1.34042,42,1366,30.0
P07_COR_rep4,P07,detection,COR,4,0,0,0,0,0,165.322,4.28157,0.0745256,0.0363595,1.80164,163.654,8.0522,0.076619,0.0427939,1.91845,40,1300,30.0
P07_COR_rep5,P07,detection,COR,5,0,0,0,0,0,165.887,9.9188,0.0799685,0.0416875,1.08993,164.567,10.7474,0.0822713,0.0520098,1.20317,40,1300,30.0
P07_COR_rep6,P07,detection,COR,6,0,0,0,0,0,167.132,7.2944,0.0822713,0.0369732,0.178227,165.889,10.6393,0.0843647,0.0497894,0.353258,39,1266,30.0
P07_COR_rep7,P07,detection,COR,7,0,0,0,0,0,165.574,5.81775,0.0705481,0.0419377,0.685527,163.718,7.815,0.0711762,0.0543386,0.864403,41,1333,30.0
P07_COR_rep8,P07,detection,COR,8,0,0,0,0,0,163.284,4.29211,0.068036,0.0368584,0.625591,162.751,4.9815,0.0692921,0.0498551,0.739705,40,1311,30.0
P07_COR_rep9,P07,detection,COR,9,0,0,0,0,0,164.209,2.92718,0.0776658,0.0434089,0.301939,163.341,5.28215,0.0797592,0.0599217,0.356,41,1333,30.0
P07_COR_rep10,P07,detection,COR,10,0,0,0,0,0,163.308,3.68155,0.0776658,0.0458841,0.503254,162.387,5.28184,0.0793405,0.0520243,0.758276,39,1267,30.0
P07_ELB_rep1,P07,detection,ELB,1,0,1,0,0,0,156.129,16.8244,0.128279,0.0638451,2.54899,151.747,19.2155,0.130991,0.0680647,2.78109,47,1534,30.0
P07_ELB_rep2,P07,detection,ELB,2,1,1,0,0,0,145.648,14.1275,0.125985,0.0572476,1.31109,144.941,16.4582,0.128279,0.0693677,1.48434,43,1434,30.0
P07_ELB_rep3,P07,detection,ELB,3,0,1,0,0,0,156.96,15.405,0.118476,0.052316,2.7325,154.46,16.7224,0.120144,0.0664027,3.07611,44,1433,30.0
P07_ELB_rep4,P07,detection,ELB,4,0,1,0,0,0,163.162,15.7284,0.112218,0.0599278,3.72559,161.393,17.3377,0.114513,0.0750701,4.00404,43,1400,30.0
P07_ELB_rep5,P07,detection,ELB,5,0,1,0,0,0,165.049,18.0891,0.105544,0.0611088,2.6894,162.654,20.4963,0.108047,0.0726193,3.32731,46,1500,30.0
P07_HED_rep1,P07,detection,HED,1,0,0,0,0,1,166.53,7.3063,0.137625,0.0417856,33.3399,164.857,10.7967,0.139954,0.0536086,33.6534,35,1133,30.0
P07_HED_rep2,P07,detection,HED,2,0,0,0,0,1,165.126,3.27234,0.139743,0.0380918,30.9112,164.311,4.90473,0.145036,0.0574462,31.4735,41,1334,30.0
P07_HED_rep3,P07,detection,HED,3,0,0,0,0,1,164.727,4.52164,0.136778,0.0540045,33.5092,162.817,7.56149,0.144401,0.0571068,34.4868,40,1300,30.0
P07_HED_rep4,P07,detection,HED,4,0,0,0,0,1,165.806,9.79836,0.155623,0.051708,31.2761,165.135,15.266,0.161551,0.0562424,32.4926,41,1333,30.0
P07_HED_rep5,P07,detection,HED,5,0,0,0,0,1,163.612,8.66468,0.168326,0.0522631,29.784,162.356,12.3523,0.176796,0.0584381,30.6144,37,1201,30.0
P07_SHR_rep1,P07,detection,SHR,1,0,0,1,0,0,168.552,5.12568,0.234475,0.0643991,2.12402,167.088,11.0292,0.236339,0.0661889,2.52403,38,1221,30.0
P07_SHR_rep2,P07,detection,SHR,2,0,0,1,0,0,170.555,4.23289,0.246903,0.0557334,2.66334,169.556,12.7569,0.251667,0.0572279,3.14523,42,1366,30.0
P07_SHR_rep3,P07,detection,SHR,3,0,0,1,0,0,169.252,6.47731,0.225775,0.0519695,0.822567,167.479,8.51065,0.228468,0.0530487,1.21827,42,1467,30.0
P07_SHR_rep4,P07,detection,SHR,4,0,0,1,0,0,171.353,5.21054,0.239239,0.0575555,1.18435,169.148,8.14085,0.242553,0.0579642,1.41208,37,1401,30.0
P07_SHR_rep5,P07,detection,SHR,5,0,0,1,0,0,167.43,4.21,0.221425,0.058154,2.18914,164.695,10.8897,0.229296,0.0596984,2.81433,35,1367,30.0
P07_TRK_rep1,P07,detection,TRK,1,0,0,0,1,0,166.549,,0.132171,0.203595,,166.008,42.9454,0.134911,0.207057,39.3308,46,1500,30.0
P07_TRK_rep2,P07,detection,TRK,2,0,0,0,1,0,163.043,,0.115307,0.185221,,162.387,56.3926,0.116572,0.189339,40.7868,48,1566,30.0
P07_TRK_rep3,P07,detection,TRK,3,0,0,0,1,0,161.06,,0.0961243,0.234793,,160.719,57.142,0.101816,0.23734,38.4443,45,1467,30.0
P07_TRK_rep4,P07,detection,TRK,4,0,0,0,1,0,159.419,,0.0883247,0.245847,,157.408,59.5074,0.0910651,0.250662,36.2385,44,1433,30.0
P07_TRK_rep5,P07,detection,TRK,5,0,0,0,1,0,161.99,,0.0830548,0.250945,,160.595,60.6863,0.0862167,0.257396,37.5405,47,1534,30.0
P08_ASY_rep1,P08,detection,ASY,1,0,0,0,0,0,172.957,12.3082,0.152344,0.0178221,1.14905,171.878,12.9443,0.160267,0.0265191,1.2722,46,1525,30.0
P08_ASY_rep2,P08,detection,ASY,2,0,1,0,0,0,174.332,24.4382,0.163889,0.0280399,1.21317,172.717,36.3783,0.166152,0.0313829,1.27214,55,1800,30.0
P08_ASY_rep3,P08,detection,ASY,3,0,1,0,0,0,173.974,34.1955,0.143063,0.0323591,1.01328,172.175,40.6209,0.145553,0.0388953,1.21386,51,1666,30.0
P08_ASY_rep4,P08,detection,ASY,4,0,1,0,0,0,173.288,39.0574,0.152797,0.023751,1.27216,172.373,46.4697,0.154608,0.02862,1.37458,49,1750,30.0
P08_ASY_rep5,P08,detection,ASY,5,0,1,0,0,0,173.099,44.3861,0.162531,0.0248922,1.01493,172.13,52.0208,0.165926,0.0335788,1.27217,52,1825,30.0
P08_COR_rep1,P08,detection,COR,1,0,0,0,0,0,174.432,13.0592,0.153841,0.0187371,1.57143,170.968,14.0292,0.161018,0.0286228,1.93391,29,1100,30.0
P08_COR_rep2,P08,detection,COR,2,0,1,1,0,0,175.039,14.1757,0.174025,0.0258894,1.27171,174.234,15.5815,0.181425,0.0362714,1.54293,32,1233,30.0
P08_COR_rep3,P08,detection,COR,3,0,1,0,0,0,175.058,13.5922,0.152496,0.0314198,1.96941,170.967,14.8444,0.154963,0.0318206,2.62624,36,1333,30.0
P08_COR_rep4,P08,detection,COR,4,0,0,0,0,0,175.087,12.0174,0.162363,0.022379,1.4912,171.132,13.5997,0.164606,0.0363573,1.60474,41,1366,30.0
P08_COR_rep5,P08,detection,COR,5,0,1,0,0,0,174.153,13.545,0.158102,0.0265109,1.75984,171.347,14.8354,0.161242,0.0320671,2.50245,41,1367,30.0
P08_COR_rep6,P08,detection,COR,6,0,0,0,0,0,174.844,10.2737,0.161466,0.0208562,2.07494,172.753,11.4066,0.165503,0.0255382,2.42258,36,1167,30.0
P08_COR_rep7,P08,detection,COR,7,0,0,0,0,0,175.174,11.035,0.170885,0.0288041,2.08601,173.37,13.5531,0.1738,0.0305788,2.18671,41,1367,30.0
P08_COR_rep8,P08,detection,COR,8,0,0,0,0,0,172.883,10.6315,0.158551,0.028899,1.81315,172.048,13.3475,0.159896,0.0296385,1.94191,42,1367,30.0
P08_COR_rep9,P08,detection,COR,9,0,0,0,0,0,172.996,8.8816,0.159672,0.0262482,2.00842,171.732,11.8632,0.161466,0.0280964,2.02369,38,1234,30.0
P08_COR_rep10,P08,detection,COR,10,0,0,0,0,0,173.435,7.08705,0.172455,0.0244303,1.46464,172.826,9.46327,0.174025,0.0264752,1.86685,44,1433,30.0
P08_ELB_rep1,P08,detection,ELB,1,1,1,0,0,0,149.525,15.9802,0.137574,0.0355459,3.84249,145.953,18.3891,0.138921,0.0365314,3.86964,50,1634,30.0
P08_ELB_rep2,P08,detection,ELB,2,1,1,0,0,0,152.548,18.553,0.147673,0.0398266,4.84876,148.284,22.7383,0.149469,0.0405817,5.19415,50,1633,30.0
P08_ELB_rep3,P08,detection,ELB,3,0,0,0,0,0,153.748,12.1836,0.136676,0.0366066,4.43401,152.46,13.4225,0.138472,0.0372752,4.57106,49,1600,30.0
P08_ELB_rep4,P08,detection,ELB,4,0,0,0,0,0,166.122,9.45645,0.134432,0.026345,4.64491,165.438,9.82796,0.13533,0.0271311,5.1336,50,1634,30.0
P08_ELB_rep5,P08,detection,ELB,5,1,0,0,0,0,151.966,12.4485,0.134432,0.0295383,4.99311,151.415,13.0986,0.134657,0.0323407,5.1941,54,1767,30.0
P08_HED_rep1,P08,detection,HED,1,0,1,0,0,1,175.372,13.8281,0.163542,0.0336458,16.342,161.357,14.9268,0.167992,0.0391675,17.8557,41,1334,30.0
P08_HED_rep2,P08,detection,HED,2,0,1,0,0,1,175.257,17.0318,0.167325,0.0444341,19.1683,173.414,17.6531,0.174667,0.0482829,20.4714,40,1300,30.0
P08_HED_rep3,P08,detection,HED,3,0,0,1,0,1,174.897,11.0715,0.17756,0.0408487,18.3812,174.045,13.1511,0.1829,0.0463459,19.0949,41,1333,30.0
P08_HED_rep4,P08,detection,HED,4,0,0,0,0,1,174.428,7.19584,0.172887,0.0537259,23.8022,173.793,9.88137,0.17578,0.0577022,24.602,47,1534,30.0
P08_HED_rep5,P08,detection,HED,5,0,0,0,0,1,174.525,11.9279,0.164209,0.0491888,19.8442,173.754,12.4293,0.16599,0.0571618,20.6508,44,1433,30.0
P08_SHR_rep1,P08,detection,SHR,1,0,0,1,0,0,172.834,11.0513,0.249885,0.0218255,4.76782,171.181,11.5043,0.255049,0.0239632,5.03699,36,1300,30.0
P08_SHR_rep2,P08,detection,SHR,2,0,0,1,0,0,173.23,10.4044,0.255049,0.0322983,4.00009,171.85,10.9595,0.256172,0.0340623,4.32373,40,1366,30.0
P08_SHR_rep3,P08,detection,SHR,3,0,0,1,0,0,174.394,7.37783,0.249885,0.0285845,4.3566,172.13,8.71582,0.253702,0.0325447,4.7078,38,1300,30.0
P08_SHR_rep4,P08,detection,SHR,4,0,0,1,0,0,173.324,6.1845,0.251232,0.0192201,4.68267,172.195,7.196,0.257968,0.0259375,5.10878,40,1300,30.0
P08_SHR_rep5,P08,detection,SHR,5,0,0,1,0,0,173.337,9.75185,0.238659,0.0157338,4.91547,171.192,10.2127,0.242701,0.0189242,5.36981,38,1233,30.0
P08_TRK_rep1,P08,detection,TRK,1,0,1,0,1,1,167.991,17.9351,0.0224627,0.147184,7.35448,166.23,68.0623,0.0254578,0.152833,34.5727,39,1467,30.0
P08_TRK_rep2,P08,detection,TRK,2,0,1,0,1,1,168.679,46.5121,0.0498459,0.114678,12.9895,166.812,72.1494,0.0581892,0.118121,27.6655,40,1434,30.0
P08_TRK_rep3,P08,detection,TRK,3,0,1,0,1,1,165.025,41.0586,0.0521991,0.131625,7.92473,162.287,70.5843,0.0596867,0.135072,24.7454,38,1367,30.0
P08_TRK_rep4,P08,detection,TRK,4,0,0,0,1,0,163.856,,0.0282389,0.156666,,157.566,72.8408,0.0455673,0.164041,20.1162,37,1233,30.0
P08_TRK_rep5,P08,detection,TRK,5,0,1,0,1,0,164.871,32.6437,0.024816,0.134489,5.75903,162.483,67.8477,0.0361543,0.139846,19.7998,39,1267,30.0
P09_ASY_rep1,P09,detection,ASY,1,0,1,0,0,0,173.537,47.3907,0.121213,0.0355261,1.03386,170.97,62.6976,0.124428,0.0429382,1.33655,46,1633,30.0
P09_ASY_rep2,P09,detection,ASY,2,0,1,0,0,0,174.097,56.292,0.11138,0.0280781,1.387,173.04,68.536,0.113838,0.0352194,1.6033,51,1699,30.0
P09_ASY_rep3,P09,detection,ASY,3,0,1,0,0,0,175.779,68.5322,0.0981428,0.0195099,1.65414,175.066,78.0972,0.100412,0.0253294,1.88163,54,1767,30.0
P09_ASY_rep4,P09,detection,ASY,4,0,1,0,0,0,175.029,51.1437,0.109111,0.0191293,0.946737,174.383,62.5639,0.110056,0.0237414,1.06561,51,1667,30.0
P09_ASY_rep5,P09,detection,ASY,5,0,1,0,0,0,172.626,61.7612,0.104572,0.0195125,1.45127,171.95,69.4816,0.10722,0.025497,1.49783,50,1634,30.0
P09_COR_rep1,P09,detection,COR,1,0,0,0,0,0,175.398,6.11716,0.103944,0.0156195,1.676,173.385,7.29887,0.111896,0.0199896,1.80186,32,1034,30.0
P09_COR_rep2,P09,detection,COR,2,0,0,0,0,0,173.972,2.35351,0.0950452,0.0168381,1.41485,172.353,4.05565,0.105269,0.023483,1.87773,32,1034,30.0
P09_COR_rep3,P09,detection,COR,3,0,0,0,0,0,176.059,5.75927,0.11341,0.0240452,0.977537,170.917,10.0187,0.120984,0.0282782,1.16312,35,1133,30.0
P09_COR_rep4,P09,detection,COR,4,0,0,0,0,0,174.303,5.00988,0.0874718,0.0353327,0.808925,172.724,6.93465,0.0912585,0.03648,0.993791,37,1200,30.0
P09_COR_rep5,P09,detection,COR,5,0,0,0,0,0,174.921,4.11219,0.0732719,0.0221182,0.561999,171.637,7.25066,0.0770585,0.0253449,0.766033,40,1300,30.0
P09_COR_rep6,P09,detection,COR,6,0,0,0,0,0,174.972,7.29931,0.0848212,0.0207013,0.627021,171.315,8.44933,0.0903118,0.0267235,0.758244,37,1200,30.0
P09_COR_rep7,P09,detection,COR,7,0,0,0,0,0,175.307,3.81685,0.0878505,0.0106685,0.877472,170.921,6.3224,0.0976958,0.0195225,1.14211,35,1133,30.0
P09_COR_rep8,P09,detection,COR,8,0,0,0,0,0,175.706,4.20378,0.0821705,0.0100609,0.577676,171.167,5.82148,0.0863358,0.0177761,0.675362,37,1200,30.0
P09_COR_rep9,P09,detection,COR,9,0,0,0,0,0,175.546,3.0317,0.0711892,0.0135913,0.336005,170.977,3.58389,0.0759225,0.0233877,0.700341,38,1233,30.0
P09_COR_rep10,P09,detection,COR,10,0,0,0,0,0,175.363,4.50645,0.0785732,0.0159923,0.924774,171.833,7.82733,0.0838745,0.0244832,1.03949,42,1367,30.0
P09_ELB_rep1,P09,detection,ELB,1,1,0,0,0,0,132.448,,0.0914011,0.0119819,0.66389,129.576,5.77961,0.0952175,0.0183336,0.715984,39,1267,30.0
P09_ELB_rep2,P09,detection,ELB,2,1,0,0,0,0,141.499,9.64673,0.0618246,0.0161116,0.606129,140.101,15.6698,0.0635419,0.0188718,0.715991,40,1300,30.0
P09_ELB_rep3,P09,detection,ELB,3,1,0,0,0,0,124.336,,0.0583899,0.0345509,0.953271,123.441,8.38574,0.0604889,0.0350242,1.0884,40,1300,30.0
P09_ELB_rep4,P09,detection,ELB,4,1,0,0,0,0,133.039,8.43264,0.0620154,0.0207428,1.35958,132.761,9.70098,0.0631603,0.0229742,1.43851,44,1433,30.0
P09_ELB_rep5,P09,detection,ELB,5,1,0,0,0,0,139.806,3.29685,0.0732736,0.00612135,0.66433,137.351,9.38422,0.0744185,0.0102199,0.864107,40,1300,30.0
P09_HED_rep1,P09,detection,HED,1,0,0,0,0,1,175.498,6.88309,0.0856256,0.0173247,27.2718,174.198,16.5676,0.0955642,0.0205147,29.5055,31,1167,30.0
